symboling,fueltype,aspiration,doornumber,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi
0,1,0,0,0,100.4,184.6,66.5,55.1,3060,181.0,3.43,3.27,9.0,152.0,5200.0,19.0,25.0,13499.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,93.7,170.7,67.9,49.7,3071,181.0,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,17199.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,1,1,0,93.7,170.7,67.9,49.7,3139,181.0,3.43,3.27,8.0,160.0,5200.0,17.0,23.0,19699.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,99.2,178.5,67.9,49.7,3139,181.0,3.43,3.27,9.0,160.0,5200.0,19.0,25.0,18399.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,107.9,186.7,68.4,56.7,3020,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,11900.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,107.9,186.7,68.4,56.7,3197,152.0,3.7,3.52,10.939999999999992,95.0,4500.0,28.0,33.0,13200.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,107.9,188.8,68.4,58.7,3230,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,12440.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,107.9,188.8,68.4,58.7,3430,152.0,3.7,3.52,10.939999999999992,95.0,4500.0,25.0,25.0,13860.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,107.9,186.7,68.4,56.7,3075,120.0,3.46,2.882,8.4,95.0,5000.0,19.0,24.0,15580.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,107.9,186.7,68.4,56.7,3252,152.0,3.7,3.52,10.939999999999992,95.0,4500.0,28.0,33.0,16900.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,107.9,188.8,68.4,56.7,3285,120.0,3.46,2.882,8.4,95.0,5000.0,19.0,24.0,16695.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,107.9,188.8,68.4,58.7,3485,152.0,3.7,3.52,10.939999999999992,95.0,4500.0,25.0,25.0,17075.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,107.9,186.7,68.4,56.7,3075,120.0,3.46,3.19,8.4,97.0,5000.0,19.0,24.0,16630.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,107.9,186.7,68.4,56.7,3252,152.0,3.7,3.52,10.939999999999992,95.0,4500.0,28.0,33.0,17950.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,0,107.9,186.7,68.3,56.0,3130,134.0,3.61,3.21,8.0,142.0,5600.0,18.0,24.0,18150.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,93.7,157.3,63.8,50.8,1918,91.0,2.97,3.23,9.4,68.0,5500.0,31.599999999999994,38.0,6657.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,93.7,157.3,63.8,50.8,2128,98.0,3.03,3.39,8.0,102.0,5500.0,24.0,30.0,7957.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,93.7,157.3,63.8,50.6,1967,91.0,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6657.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,93.7,167.3,63.8,50.8,1989,91.0,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,6692.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,93.7,167.3,63.8,50.8,2191,98.0,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,7609.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-1,1,0,0,0,103.3,174.6,64.6,59.8,2535,122.0,3.35,3.46,8.5,88.0,5000.0,24.0,30.0,8921.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,1,1,1,0,95.9,173.2,66.3,50.2,2818,156.0,3.59,3.54,8.0,145.0,5000.0,19.0,24.0,12764.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,1,0,94.5,168.9,68.3,50.2,2778,151.0,3.94,3.11,9.5,143.0,5500.0,19.0,27.0,22018.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,1,93.7,168.9,65.0,51.6,2756,181.0,3.74,2.9,9.5,160.0,5780.0,17.0,25.0,22563.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,1,93.7,168.9,65.0,51.6,2756,181.0,3.74,2.9,9.5,160.0,5780.0,17.0,25.0,22563.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,1,93.7,168.9,65.0,51.6,2800,181.0,3.74,2.9,9.5,160.0,5780.0,17.0,25.0,22563.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,98.4,175.7,68.64,50.5,3366,181.0,3.94,3.11,10.0,160.0,5750.0,17.0,28.0,22563.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,96.1,181.5,66.5,55.2,2579,132.0,3.46,3.54,8.7,90.0,5100.0,23.0,31.0,9295.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,96.1,176.8,66.6,50.5,2460,132.0,3.46,3.54,8.7,90.0,5100.0,23.0,31.0,9895.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,99.1,186.6,66.5,56.1,2658,121.0,3.54,3.07,9.31,110.0,5250.0,21.0,28.0,11850.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0,99.1,186.6,66.5,56.1,2695,121.0,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,12170.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,99.1,186.6,66.5,56.1,2707,121.0,2.54,2.882,9.3,110.0,5250.0,21.0,28.0,15040.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0,99.1,186.6,66.5,56.1,2758,121.0,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,15510.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,1,1,0,99.1,186.6,66.5,56.1,2808,121.0,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,18150.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,0,0,99.1,186.6,66.5,56.1,2847,121.0,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,18620.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,93.7,157.3,63.8,53.7,2050,97.0,3.62,2.882,9.0,69.0,4900.0,31.0,36.0,6657.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,1,0,93.7,157.9,63.8,53.7,2120,108.0,3.62,2.882,8.7,73.0,4500.0,26.0,31.0,7053.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,1,0,93.7,157.3,63.8,55.7,2240,108.0,3.62,2.882,8.7,73.0,4500.0,26.0,31.0,7603.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,97.2,172.0,65.4,52.5,2145,108.0,3.62,2.882,9.5,82.0,4800.0,31.599999999999994,37.0,7126.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,97.2,172.0,65.4,52.5,2190,108.0,3.62,2.882,9.5,82.0,4500.0,28.0,33.0,7775.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,97.2,172.0,65.4,52.5,2340,108.0,3.62,2.882,9.0,94.0,5200.0,26.0,32.0,9960.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,97.0,172.0,65.4,54.3,2385,108.0,3.62,2.882,9.0,82.0,4800.0,24.0,25.0,9233.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,97.0,172.0,65.4,54.3,2510,108.0,3.62,2.882,8.0,111.0,4800.0,24.0,29.0,11259.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,97.0,173.5,65.4,53.0,2290,108.0,3.62,2.882,9.0,82.0,4800.0,28.0,32.0,7463.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,97.0,173.5,65.4,53.0,2455,108.0,3.62,2.882,9.0,94.0,5200.0,25.0,31.0,10198.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,96.9,173.6,65.4,54.9,2420,108.0,3.62,2.882,9.0,82.0,4800.0,23.0,29.0,8013.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,0,96.9,173.6,65.4,54.9,2650,108.0,3.62,2.882,8.0,111.0,4800.0,23.0,23.0,11694.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,95.7,158.7,63.8,54.5,1985,92.0,3.05,3.03,9.0,68.0,4800.0,31.599999999999994,38.0,6657.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,95.7,158.7,63.8,54.5,2040,92.0,3.05,3.03,9.0,68.0,4800.0,31.0,38.0,6657.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,95.7,158.7,63.8,54.5,2015,92.0,3.05,3.03,9.0,68.0,4800.0,31.0,38.0,6657.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,169.7,63.8,59.1,2280,92.0,3.05,3.03,9.0,68.0,4800.0,31.0,37.0,6918.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,169.7,63.8,59.1,2290,92.0,3.05,3.03,9.0,68.0,4800.0,27.0,32.0,7898.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,169.7,63.8,59.1,3110,92.0,3.05,3.03,9.0,68.0,4800.0,27.0,32.0,8778.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,166.3,64.4,53.0,2081,98.0,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,6938.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,166.3,64.4,52.8,2109,98.0,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,7198.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,95.7,166.3,64.4,53.0,2275,110.0,3.27,3.35,10.939999999999992,68.0,4500.0,31.599999999999994,36.0,7898.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,95.7,166.3,64.4,52.8,2275,110.0,3.27,3.35,10.939999999999992,68.0,4500.0,31.599999999999994,38.0,7788.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,95.7,166.3,64.4,53.0,2094,98.0,3.19,3.03,9.0,70.0,4800.0,31.599999999999994,38.0,7738.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,166.3,64.4,52.8,2122,98.0,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,8358.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,95.7,166.3,64.4,52.8,2140,98.0,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,9258.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,94.5,168.7,64.0,52.6,2169,98.0,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8058.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,94.5,168.7,64.0,52.6,2204,98.0,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8238.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,0,94.5,168.7,64.0,52.6,2265,98.0,3.24,3.08,9.4,112.0,5780.0,26.0,29.0,9298.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,0,94.5,168.7,64.0,52.6,2300,98.0,3.24,3.08,9.4,112.0,5780.0,26.0,29.0,9538.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,98.4,176.2,65.6,52.0,2540,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,8449.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,98.4,176.2,65.6,52.0,2536,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9639.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,98.4,176.2,65.6,52.0,2551,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9989.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,98.4,176.2,65.6,52.0,2679,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11199.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,98.4,176.2,65.6,52.0,2714,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11549.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,98.4,176.2,65.6,53.0,2975,146.0,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,17669.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,102.4,175.6,66.5,54.9,2326,122.0,3.31,3.54,8.7,92.0,4500.0,29.0,34.0,8948.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,0,1,0,0,102.4,175.6,66.5,54.9,2480,110.0,3.27,3.35,10.939999999999992,73.0,4500.0,30.0,33.0,10698.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,1,0,0,0,102.4,175.6,66.5,53.9,2414,122.0,3.31,3.54,8.7,92.0,4500.0,27.0,32.0,9988.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,102.4,175.6,66.5,54.9,2414,122.0,3.31,3.54,8.7,92.0,4500.0,27.0,32.0,10898.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,102.4,175.6,66.5,53.9,2458,122.0,3.31,3.54,8.7,92.0,4500.0,27.0,32.0,11248.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,102.9,183.5,67.7,52.0,2976,171.0,3.27,3.35,9.3,160.0,5200.0,20.0,24.0,16558.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,102.9,183.5,67.7,52.0,3016,171.0,3.27,3.35,9.3,160.0,5200.0,19.0,24.0,15998.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,104.5,187.8,66.5,54.1,3131,171.0,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,15690.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,104.5,187.8,66.5,54.1,3151,161.0,3.27,3.35,9.2,156.0,5200.0,19.0,24.0,15750.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,97.3,171.7,65.5,55.7,2261,97.0,3.01,3.4,10.939999999999992,68.0,4800.0,31.599999999999994,38.0,7775.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,1,0,97.3,171.7,65.5,55.7,2209,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,7975.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,97.3,171.7,65.5,55.7,2264,97.0,3.01,3.4,10.939999999999992,68.0,4800.0,31.599999999999994,38.0,7995.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,0,97.3,171.7,65.5,55.7,2212,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8195.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0,97.3,171.7,65.5,55.7,2275,109.0,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8495.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,97.3,171.7,65.5,55.7,2319,97.0,3.01,3.4,10.939999999999992,68.0,4500.0,31.599999999999994,38.0,9495.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,0,97.3,171.7,65.5,55.7,2300,109.0,3.19,3.4,10.0,100.0,5500.0,26.0,32.0,9995.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,94.5,159.3,64.2,55.6,2254,109.0,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,11595.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,94.5,165.7,64.0,51.4,2221,109.0,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,9980.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,100.4,180.2,66.9,55.1,2661,136.0,3.19,3.4,8.5,110.0,5500.0,19.0,24.0,13295.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,100.4,180.2,66.9,55.1,2579,97.0,3.01,3.4,10.939999999999992,68.0,4500.0,31.599999999999994,38.0,13845.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,100.4,183.1,66.9,55.1,2563,109.0,3.19,3.4,9.0,88.0,5500.0,25.0,31.0,12290.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-2,1,0,0,0,104.3,188.8,67.2,56.2,2912,141.0,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,12940.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,104.3,188.8,67.2,57.5,3034,141.0,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,13415.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-2,1,0,0,0,104.3,188.8,67.2,56.2,2935,141.0,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,15985.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,104.3,188.8,67.2,57.5,3042,141.0,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,16515.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-2,1,1,0,0,104.3,188.8,67.2,56.2,3045,130.0,3.62,3.15,8.0,160.0,5100.0,17.0,23.0,18420.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,1,0,0,104.3,188.8,67.2,57.5,3157,130.0,3.62,3.15,8.0,160.0,5100.0,17.0,23.0,18950.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,107.9,188.8,68.64,55.5,2952,141.0,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,16845.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,1,0,0,107.9,188.8,68.64,55.5,3049,141.0,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,19045.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,1,0,0,0,107.9,188.8,68.64,55.5,3012,173.0,3.58,2.882,8.8,134.0,5500.0,18.0,23.0,21485.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,0,1,0,0,107.9,188.8,68.64,55.5,3217,145.0,3.01,3.4,10.939999999999992,106.0,4800.0,26.0,27.0,22470.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,1,1,0,0,107.9,188.8,68.64,55.5,3062,141.0,3.78,3.15,9.5,114.0,5400.0,19.0,25.0,22563.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
